rank-number,rank-year,index-name_en-US,rank-value,patron-source,patron-industry,lastseen-country
5073,12024,Joseph Edelman,"$2,500,000,000",Hedge funds,Finance & Investments,United States
5074,12024,Sandeep Engineer,"$2,500,000,000",Plastic pipes,Manufacturing,India
5075,12024,Alceu Elias Feldmann,"$2,500,000,000",Fertilizer,Energy,Brazil
5076,12024,Serge Godin,"$2,500,000,000",Information technology,Technology,Canada
5077,12024,Alec Gores,"$2,500,000,000",Private equity,Finance & Investments,United States
5078,12024,Bill Haslam,"$2,500,000,000",Gas stations,Fashion & Retail,United States
5079,12024,J. Tomilson Hill,"$2,500,000,000",Investments,Finance & Investments,United States
5081,12024,Baba Kalyani,"$2,500,000,000",Engineering,Automotive,India
5082,12024,Saban Cemil Kazanci,"$2,500,000,000",Energy,Energy,Turkey
5083,12024,Brad Kelley,"$2,500,000,000",Tobacco,Real Estate,United States
5084,12024,Wolfgang Leitner,"$2,500,000,000",Engineering,Construction & Engineering,Austria
5085,12024,Li Hongxin,"$2,500,000,000",Paper & related products,Manufacturing,China
5086,12024,Lin Chen-hai,"$2,500,000,000",Real estate,Real Estate,Taiwan
5087,12024,Lu Yiwen,"$2,500,000,000",Jewelry,Fashion & Retail,China
5088,12024,Prayudh Mahagitsiri,"$2,500,000,000","Coffee, shipping",Food & Beverage,Thailand
5089,12024,Willy Michel,"$2,500,000,000",Medical devices,Healthcare,Switzerland
5090,12024,Lachhman Das Mittal,"$2,500,000,000",Tractors,Automotive,India
5091,12024,Bobby Murphy,"$2,500,000,000",Snapchat,Technology,United States
5092,12024,Tomas Olivo Lopez,"$2,500,000,000",Shopping centers,Real Estate,Spain
5093,12024,Eren Ozmen,"$2,500,000,000",Aerospace,Manufacturing,United States
5094,12024,John Pritzker,"$2,500,000,000","Hotels, investments",Finance & Investments,United States
5095,12024,Qiu Minxiu,"$2,500,000,000",Semiconductors,Technology,China
5096,12024,Ferit Faik Sahenk,"$2,500,000,000",Diversified,Diversified,Turkey
5097,12024,Wenrong Shen,"$2,500,000,000",Steel production,Metals & Mining,China
5098,12024,Shi Yuzhu,"$2,500,000,000","Online games, investments",Diversified,China
5099,12024,Jeff Sutton,"$2,500,000,000",Real estate,Real Estate,United States
5100,12024,"Henry Sy, Jr.","$2,500,000,000",Diversified,Diversified,Philippines
5101,12024,Andrew Tan,"$2,500,000,000",Diversified,Diversified,Philippines
5102,12024,Arvind Tiku,"$2,500,000,000","Oil & gas, investments",Energy,India
5103,12024,Byron Trott,"$2,500,000,000",Investments,Finance & Investments,United States
5105,12024,Peter Unger,"$2,500,000,000",Auto repair,Automotive,Germany
5106,12024,Roger Wang,"$2,500,000,000",Retail,Fashion & Retail,United States
5107,12024,Oprah Winfrey,"$2,500,000,000",TV shows,Media & Entertainment,United States
5108,12024,Wu Zhigang,"$2,500,000,000",Bakery chain,Food & Beverage,China
5109,12024,Xie Weitong,"$2,500,000,000",Cobalt,Metals & Mining,Taiwan
5110,12024,Ye Guofu,"$2,500,000,000",Retail,Fashion & Retail,China
5175,12024,Marijke Mars,"$2,400,000,000","Candy, pet food",Food & Beverage,United States
5176,12024,Pamela Mars,"$2,400,000,000","Candy, pet food",Food & Beverage,United States
5177,12024,Valerie Mars,"$2,400,000,000","Candy, pet food",Food & Beverage,United States
5178,12024,Victoria Mars,"$2,400,000,000","Candy, pet food",Food & Beverage,United States
5179,12024,Brian Acton,"$2,400,000,000",WhatsApp,Technology,United States
5180,12024,Abdulla Al Futtaim,"$2,400,000,000","Auto dealers, investments",Automotive,United Arab Emirates
5181,12024,Edward Bass,"$2,400,000,000","Oil, investments",Energy,United States
5182,12024,Koos Bekker,"$2,400,000,000","Media, investments",Media & Entertainment,South Africa
5183,12024,Otto Philipp Braun,"$2,400,000,000",Medical technology,Healthcare,Germany
5184,12024,Chen Tei-fu,"$2,400,000,000",Herbal products,Fashion & Retail,Taiwan
5185,12024,Abilio dos Santos Diniz,"$2,400,000,000",Retail,Fashion & Retail,Brazil
5186,12024,Marcel Erni,"$2,400,000,000",Private equity,Finance & Investments,Switzerland
5187,12024,Doris Fisher,"$2,400,000,000",Gap,Fashion & Retail,United States
5188,12024,Gerald Ford,"$2,400,000,000",Banking,Finance & Investments,United States
5189,12024,Bernard Fraisse,"$2,400,000,000",Pharmaceuticals,Healthcare,France
5190,12024,Alfred Gantner,"$2,400,000,000",Private equity,Finance & Investments,Switzerland
5191,12024,Paul Gauselmann,"$2,400,000,000",Gambling,Gambling & Casinos,Germany
5192,12024,Mitchell Goldhar,"$2,400,000,000",Real estate,Real Estate,Canada
5193,12024,Peter Hargreaves,"$2,400,000,000",Financial services,Finance & Investments,United Kingdom
5194,12024,Hua Xuande,"$2,400,000,000",Pharmaceuticals,Healthcare,China
5195,12024,Kwek Leng Kee,"$2,400,000,000",Diversified,Diversified,Singapore
5196,12024,Catherine Lozick,"$2,400,000,000",Valve manufacturing,Manufacturing,United States
5197,12024,Kalanithi Maran,"$2,400,000,000",Media,Media & Entertainment,India
5198,12024,Jed McCaleb,"$2,400,000,000",Cryptocurrency,Finance & Investments,United States
5199,12024,Fatih Ozmen,"$2,400,000,000",Aerospace,Manufacturing,United States
5200,12024,Pan Laican,"$2,400,000,000",Soy sauce,Food & Beverage,China
5201,12024,Tor Peterson,"$2,400,000,000",Commodities,Metals & Mining,United States
5202,12024,Daniel Pritzker,"$2,400,000,000","Hotels, investments",Finance & Investments,United States
5203,12024,Qi Jinxing,"$2,400,000,000",Real estate,Real Estate,China
5204,12024,Qiu Jianping,"$2,400,000,000",Hand tools,Manufacturing,China
5205,12024,Rajan Raheja,"$2,400,000,000",Diversified,Diversified,India
5206,12024,Matthias Reinhart,"$2,400,000,000",Financial services,Finance & Investments,Switzerland
5207,12024,Arnout Schuijff,"$2,400,000,000",Payments software,Technology,Netherlands
5208,12024,Hans Sy,"$2,400,000,000",Diversified,Diversified,Philippines
5209,12024,Herbert Sy,"$2,400,000,000",Diversified,Diversified,Philippines
5210,12024,Lucio Tan,"$2,400,000,000",Diversified,Diversified,Philippines
5211,12024,Tsai Ming-kai,"$2,400,000,000",Semiconductors,Technology,Taiwan
5212,12024,Ted Turner,"$2,400,000,000",Cable television,Media & Entertainment,United States
5213,12024,David Walentas,"$2,400,000,000",Real estate,Real Estate,United States
5214,12024,Urs Wietlisbach,"$2,400,000,000",Private equity,Finance & Investments,Switzerland
5215,12024,Jerry Yang,"$2,400,000,000",Yahoo,Technology,United States
5216,12024,Yang Jianliang,"$2,400,000,000",Machinery,Manufacturing,China
5217,12024,Yang Weidong,"$2,400,000,000",Chemicals,Manufacturing,China
5218,12024,Mortimer Zuckerman,"$2,400,000,000","Real estate, media",Real Estate,United States
5282,12024,John Armitage,"$2,300,000,000",Hedge funds,Finance & Investments,Ireland
5283,12024,Lee Bass,"$2,300,000,000","Oil, investments",Energy,United States
5284,12024,John Bicket,"$2,300,000,000",Sensor systems,Technology,United States
5285,12024,Sanjit Biswas,"$2,300,000,000",Sensor systems,Technology,United States
5286,12024,Timothy Boyle,"$2,300,000,000",Columbia Sportswear,Fashion & Retail,United States
5287,12024,Morris Chang,"$2,300,000,000",Semiconductors,Technology,Taiwan
5288,12024,Chao Teng-hsiung,"$2,300,000,000",Real estate,Real Estate,Taiwan
5289,12024,Samuel Chen,"$2,300,000,000",Investments,Finance & Investments,Taiwan
5290,12024,Chu Lam Yiu,"$2,300,000,000",Flavorings,Manufacturing,Hong Kong
5291,12024,K. Dinesh,"$2,300,000,000",Software services,Technology,India
5292,12024,James Duff,"$2,300,000,000","Tires, diversified",Diversified,United States
5293,12024,Thomas Duff,"$2,300,000,000","Tires, diversified",Diversified,United States
5294,12024,Daniel Ek,"$2,300,000,000",Spotify,Technology,Sweden
5295,12024,John Fisher,"$2,300,000,000",Gap,Fashion & Retail,United States
5296,12024,Georg Haub,"$2,300,000,000",Retail,Fashion & Retail,Germany
5297,12024,Erman Ilicak,"$2,300,000,000",Construction,Construction & Engineering,Turkey
5298,12024,Justin Ishbia,"$2,300,000,000",Private equity,Finance & Investments,United States
5299,12024,Long Jiang,"$2,300,000,000",Manufacturing,Technology,China
5300,12024,Bruce Karsh,"$2,300,000,000",Private equity,Finance & Investments,United States
5301,12024,Bom Kim,"$2,300,000,000",Online retailing,Technology,United States
5302,12024,Lai Jianping,"$2,300,000,000",Soy sauce,Food & Beverage,China
5303,12024,Lam Kong,"$2,300,000,000",Pharmaceuticals,Healthcare,China
5304,12024,Stephen Lansdown,"$2,300,000,000",Financial services,Finance & Investments,Guernsey
5305,12024,Kevin David Lehmann,"$2,300,000,000",Drugstores,Fashion & Retail,Germany
5306,12024,Li Haiyan,"$2,300,000,000",Restaurants,Food & Beverage,China
5307,12024,Li Hua,"$2,300,000,000",Financial services,Finance & Investments,China
5308,12024,Lim Kok Thay,"$2,300,000,000",Casinos,Gambling & Casinos,Malaysia
5309,12024,Kishore Mariwala,"$2,300,000,000",Consumer goods,Food & Beverage,India
5310,12024,Clayton Mathile,"$2,300,000,000",Pet food,Food & Beverage,United States
5311,12024,Mi Enhua,"$2,300,000,000",Retail,Fashion & Retail,China
5312,12024,Vadim Moshkovich,"$2,300,000,000","Agriculture, land",Food & Beverage,Russia
5313,12024,David Murdock,"$2,300,000,000","Dole, real estate",Food & Beverage,United States
5314,12024,David Nahmad,"$2,300,000,000",Art collection,Fashion & Retail,Monaco
5315,12024,Lirio Parisotto,"$2,300,000,000",Investments,Finance & Investments,Brazil
5316,12024,Augusto Perfetti,"$2,300,000,000",Candy,Food & Beverage,"Lugano, Switzerland"
5317,12024,Giorgio Perfetti,"$2,300,000,000",Candy,Food & Beverage,"Lugano, Switzerland"
5318,12024,Alberto Prada,"$2,300,000,000",Luxury goods,Fashion & Retail,Italy
5319,12024,Marina Prada,"$2,300,000,000",Luxury goods,Fashion & Retail,Italy
5320,12024,Filiz Sahenk,"$2,300,000,000",Diversified,Diversified,Turkey
5321,12024,Richard Sands,"$2,300,000,000",Liquor,Food & Beverage,United States
5322,12024,Stephan Schmidheiny,"$2,300,000,000",Investments,Finance & Investments,Switzerland
5323,12024,Alberto Siccardi,"$2,300,000,000",Medical devices,Healthcare,Switzerland
5324,12024,Stefan Soloviev,"$2,300,000,000","Real estate, grains",Real Estate,United States
5325,12024,Tang Yiu,"$2,300,000,000",Fashion retail,Fashion & Retail,Hong Kong
5326,12024,Tian Ming,"$2,300,000,000",Measuring instruments,Technology,China
5327,12024,T.Y. Tsai,"$2,300,000,000",Finance,Finance & Investments,Taiwan
5328,12024,Jayshree Ullal,"$2,300,000,000",Computer networking,Technology,United States
5329,12024,Georg von Opel,"$2,300,000,000","Real estate, investments",Finance & Investments,Switzerland
5330,12024,Lang Walker,"$2,300,000,000",Real estate,Real Estate,Australia
5331,12024,Wang Xicheng,"$2,300,000,000",Tires,Manufacturing,China
5332,12024,Wang Zhenhua,"$2,300,000,000",Real estate,Real Estate,China
5333,12024,Paul-Heinz Wesjohann,"$2,300,000,000",Chicken processing,Food & Beverage,Germany
5334,12024,Xie Bingkun,"$2,300,000,000",Pearlescent pigments,Fashion & Retail,China
5335,12024,Xu Shugen,"$2,300,000,000","Construction, mining machinery",Manufacturing,China
5336,12024,Christoph Zeller,"$2,300,000,000",Dental materials,Healthcare,Liechtenstein
5337,12024,Zhang Jingzhang,"$2,300,000,000",Precision machinery,Manufacturing,China
5396,12024,George Argyros,"$2,200,000,000","Real estate, investments",Real Estate,United States
5397,12024,Brian Armstrong,"$2,200,000,000",Cryptocurrency,Finance & Investments,United States
5398,12024,Albert Avdolyan,"$2,200,000,000","Oil, mining",Energy,Russia
5399,12024,Sezai Bacaksiz,"$2,200,000,000",Diversified,Diversified,Turkey
5400,12024,Aneel Bhusri,"$2,200,000,000",Business software,Technology,United States
5401,12024,Brett Blundy,"$2,200,000,000","Retail, agribusiness",Fashion & Retail,Australia
5402,12024,J. Hyatt Brown,"$2,200,000,000",Insurance,Finance & Investments,United States
5403,12024,Chen Jinxia,"$2,200,000,000",Investments,Finance & Investments,China
5404,12024,Chen Xueli,"$2,200,000,000",Pharmaceuticals,Healthcare,China
5405,12024,Dermot Desmond,"$2,200,000,000",Finance,Finance & Investments,Ireland
5406,12024,Dong Wei,"$2,200,000,000",Pharmaceuticals,Healthcare,China
5407,12024,Tom Ford,"$2,200,000,000",Fashion,Fashion & Retail,United States
5408,12024,Fu Guangming,"$2,200,000,000",Poultry,Food & Beverage,China
5409,12024,Noam Gottesman,"$2,200,000,000",Hedge funds,Finance & Investments,United States
5410,12024,Jeffrey Gundlach,"$2,200,000,000",Investments,Finance & Investments,United States
5411,12024,Hao Hong,"$2,200,000,000",Pharmaceuticals,Healthcare,United States
5412,12024,Shmuel Harlap,"$2,200,000,000",Automotive,Automotive,Israel
5413,12024,Hans-Werner Hector,"$2,200,000,000",SAP,Technology,Germany
5414,12024,Lutz Mario Helmig,"$2,200,000,000",Hospitals,Healthcare,Germany
5415,12024,Huang Chulong,"$2,200,000,000",Real estate,Real Estate,Canada
5416,12024,Thomas James,"$2,200,000,000",Finance,Finance & Investments,United States
5417,12024,James Jannard,"$2,200,000,000",Sunglasses,Fashion & Retail,United States
5418,12024,Willis Johnson,"$2,200,000,000",Damaged cars,Automotive,United States
5419,12024,Lai Shixian,"$2,200,000,000",Sports apparel,Fashion & Retail,China
5420,12024,Chris Larsen,"$2,200,000,000",Cryptocurrency,Finance & Investments,United States
5421,12024,Solomon Lew,"$2,200,000,000",Retail,Fashion & Retail,Australia
5422,12024,Liang Xinjun,"$2,200,000,000",Conglomerate,Diversified,Singapore
5423,12024,Harald Link,"$2,200,000,000",Diversified,Diversified,Thailand
5424,12024,Max Lytvyn,"$2,200,000,000",Software,Technology,Canada
5425,12024,Igor Makarov,"$2,200,000,000",Investments,Energy,Cyprus
5426,12024,Howard Marks,"$2,200,000,000",Private equity,Finance & Investments,United States
5427,12024,Charles Munger,"$2,200,000,000",Berkshire Hathaway,Finance & Investments,United States
5428,12024,Adam Neumann,"$2,200,000,000",WeWork,Real Estate,Israel
5429,12024,Thi Phuong Thao Nguyen,"$2,200,000,000",Airlines,Diversified,Vietnam
5430,12024,Ni Yongpei,"$2,200,000,000",Beverages,Food & Beverage,China
5431,12024,Heloise Pratt,"$2,200,000,000","Manufacturing, investment",Manufacturing,Australia
5432,12024,Qi Xiangdong,"$2,200,000,000",Software,Technology,China
5433,12024,Phillip T. (Terry) Ragon,"$2,200,000,000",Health IT,Technology,United States
5434,12024,Prathap Reddy,"$2,200,000,000",Healthcare,Healthcare,India
5435,12024,Jerry Reinsdorf,"$2,200,000,000",Sports teams,Sports,United States
5436,12024,Chad Richison,"$2,200,000,000",Payroll processing,Technology,United States
5437,12024,"Karl Scheufele, III.","$2,200,000,000",Jewelry,Fashion & Retail,Switzerland
5438,12024,Alice Schwartz,"$2,200,000,000",Biotech,Healthcare,United States
5439,12024,Alex Shevchenko,"$2,200,000,000",Software,Technology,Canada
5440,12024,Kavitark Ram Shriram,"$2,200,000,000","Venture capital, Google",Technology,United States
5441,12024,Jeffrey Soffer,"$2,200,000,000",Real estate,Real Estate,United States
5442,12024,William Stone,"$2,200,000,000",Software,Technology,United States
5443,12024,Henry Swieca,"$2,200,000,000",Hedge funds,Finance & Investments,United States
5444,12024,Harley Sy,"$2,200,000,000",Diversified,Diversified,Philippines
5445,12024,Teresita Sy-Coson,"$2,200,000,000",Diversified,Diversified,Philippines
5446,12024,Katsumi Tada,"$2,200,000,000",Real estate,Real Estate,Japan
5447,12024,Tang Jinkui,"$2,200,000,000","Textiles, petrochemicals",Manufacturing,China
5448,12024,Tang Xiao'ou,"$2,200,000,000",Software,Technology,Hong Kong
5449,12024,Lottie Tham,"$2,200,000,000",H&M,Fashion & Retail,Sweden
5450,12024,Shamsheer Vayalil,"$2,200,000,000",Healthcare,Healthcare,India
5451,12024,Radha Vembu,"$2,200,000,000",Business software,Technology,India
5452,12024,Wang Wenmo,"$2,200,000,000",Sports apparel,Fashion & Retail,China
5453,12024,Wang Zhenghua,"$2,200,000,000",Budget airline,Service,China
5454,12024,David Wertheim,"$2,200,000,000",Coca-Cola Israel,Food & Beverage,Israel
5455,12024,Wu Kai,"$2,200,000,000",Batteries,Energy,China
5456,12024,Xu Yingzhuo,"$2,200,000,000",Agribusiness,Food & Beverage,China
5457,12024,Yeung Kin-man,"$2,200,000,000",Electronics,Manufacturing,Hong Kong
5458,12024,Huijiao Yu,"$2,200,000,000",Package delivery,Logistics,China
5459,12024,Oren Zeev,"$2,200,000,000",Investments,Finance & Investments,Israel
5460,12024,Clayton Zekelman,"$2,200,000,000",Steel,Manufacturing,Canada
5461,12024,Zhao Fenggang,"$2,200,000,000",Batteries,Energy,China
5534,12024,Alex Beard,"$2,100,000,000","Mining, commodities",Metals & Mining,United Kingdom
5535,12024,Travis Boersma,"$2,100,000,000",Coffee,Food & Beverage,United States
5536,12024,Martin Bouygues,"$2,100,000,000","Construction, media",Construction & Engineering,France
5537,12024,Olivier Bouygues,"$2,100,000,000","Construction, media",Construction & Engineering,France
5538,12024,William Boyd,"$2,100,000,000","Casinos, banking",Gambling & Casinos,United States
5539,12024,Anand Burman,"$2,100,000,000",Consumer goods,Food & Beverage,India
5540,12024,Cao Ji,"$2,100,000,000",Manufacturing,Manufacturing,China
5541,12024,Bruce Cheng,"$2,100,000,000",Electronics,Technology,Taiwan
5542,12024,Chi Yufeng,"$2,100,000,000",Software,Technology,China
5543,12024,Daniel Chiu,"$2,100,000,000",Oil & gas,Energy,Hong Kong
5544,12024,Beda Diethelm,"$2,100,000,000",Hearing aids,Healthcare,Switzerland
5545,12024,Domenico Dolce,"$2,100,000,000",Luxury goods,Fashion & Retail,Italy
5546,12024,Ralph Dommermuth,"$2,100,000,000",Internet service provider,Technology,Germany
5547,12024,Georgi Domuschiev,"$2,100,000,000","Animal health, investments",Diversified,Bulgaria
5548,12024,Kiril Domuschiev,"$2,100,000,000","Animal health, investments",Diversified,Bulgaria
5549,12024,Bob Ell,"$2,100,000,000",Real estate,Real Estate,Australia
5550,12024,Paul Foster,"$2,100,000,000",Oil refining,Energy,United States
5551,12024,Stefano Gabbana,"$2,100,000,000",Luxury goods,Fashion & Retail,Italy
5552,12024,Gao Xingjiang,"$2,100,000,000",Steel,Manufacturing,China
5553,12024,Gordon Getty,"$2,100,000,000",Getty Oil,Energy,United States
5554,12024,Kamal Ghaffarian,"$2,100,000,000","Space, energy",Energy,United States
5555,12024,Dennis Gillings,"$2,100,000,000",Clinical trials,Healthcare,United Kingdom
5556,12024,Harsh Goenka,"$2,100,000,000",Diversified,Diversified,India
5557,12024,Sanjiv Goenka,"$2,100,000,000",Diversified,Diversified,India
5558,12024,Jane Goldman,"$2,100,000,000",Real estate,Real Estate,United States
5559,12024,Stein Erik Hagen,"$2,100,000,000",Consumer goods,Fashion & Retail,Norway
5560,12024,Bahaa Hariri,"$2,100,000,000","Real estate, investments",Real Estate,Lebanon
5561,12024,Hortensia Herrero,"$2,100,000,000",Supermarkets,Fashion & Retail,Spain
5562,12024,Douglas Hsu,"$2,100,000,000",Diversified,Diversified,Taiwan
5563,12024,Huang Min,"$2,100,000,000",Machinery,Manufacturing,China
5564,12024,Jared Isaacman,"$2,100,000,000",Payment processing,Technology,United States
5565,12024,Eugene Kaspersky,"$2,100,000,000",Software,Technology,Russia
5566,12024,Artem Khachatryan,"$2,100,000,000",Retail,Fashion & Retail,Russia
5567,12024,Andrei Krivenko,"$2,100,000,000",Retail,Food & Beverage,Russia
5568,12024,Thomas Kwok,"$2,100,000,000",Real estate,Real Estate,Hong Kong
5569,12024,Lam Wai-ying,"$2,100,000,000",Smartphone screens,Manufacturing,Hong Kong
5570,12024,Marc Lasry,"$2,100,000,000",Hedge funds,Finance & Investments,United States
5571,12024,Christian Latouche,"$2,100,000,000",Accounting services,Finance & Investments,France
5572,12024,Theodore Leonsis,"$2,100,000,000",Sports teams,Sports,United States
5573,12024,Lin Chang Su-O,"$2,100,000,000",Real estate,Real Estate,Taiwan
5574,12024,Liu Chengyu,"$2,100,000,000",Power supply equipment,Manufacturing,China
5575,12024,Sergey Lomakin,"$2,100,000,000",Retail,Fashion & Retail,Russia
5576,12024,Daniel Lubetzky,"$2,100,000,000",Snack bars,Food & Beverage,United States
5577,12024,Melissa Ma,"$2,100,000,000",Internet search,Technology,China
5578,12024,Anand Mahindra,"$2,100,000,000",Diversified,Diversified,India
5579,12024,Rafique Malik,"$2,100,000,000",Footwear,Fashion & Retail,India
5580,12024,Katarina Martinson,"$2,100,000,000",Investments,Diversified,Sweden
5581,12024,Kiran Mazumdar-Shaw,"$2,100,000,000",Biopharmaceuticals,Healthcare,India
5582,12024,Nirmal Minda,"$2,100,000,000",Auto parts,Automotive,India
5583,12024,Mu Rongjun,"$2,100,000,000",E-commerce,Technology,China
5584,12024,Eugene Murtagh,"$2,100,000,000",Building materials,Manufacturing,Ireland
5585,12024,Alexander Nesis,"$2,100,000,000","Metals, banking, fertilizers",Finance & Investments,Russia
5586,12024,Ni Zugen,"$2,100,000,000",Appliances,Manufacturing,China
5587,12024,Florentino Perez,"$2,100,000,000",Construction,Construction & Engineering,Spain
5588,12024,Victor Pinchuk,"$2,100,000,000","Steel pipes, diversified",Metals & Mining,Ukraine
5589,12024,Leonid Radvinsky,"$2,100,000,000",E-commerce,Technology,United States
5590,12024,Raveendran Byju,"$2,100,000,000",Education technology,Technology,India
5591,12024,P.P. Reddy,"$2,100,000,000",Infrastructure,Construction & Engineering,India
5592,12024,Richard Saghian,"$2,100,000,000",Fast fashion,Fashion & Retail,United States
5593,12024,Shi Yifeng,"$2,100,000,000",Medical cosmetics,Healthcare,China
5594,12024,Thaksin Shinawatra,"$2,100,000,000",Investments,Finance & Investments,Thailand
5595,12024,Shu Ping,"$2,100,000,000",Restaurants,Food & Beverage,Singapore
5596,12024,Timothy Springer,"$2,100,000,000",Biotech,Healthcare,United States
5597,12024,Venu Srinivasan,"$2,100,000,000",Two-wheelers,Automotive,India
5598,12024,Edward Stack,"$2,100,000,000",Dick's Sporting Goods,Fashion & Retail,United States
5599,12024,Sun Mengquan,"$2,100,000,000",Edible oil,Food & Beverage,China
5600,12024,Alexander Svetakov,"$2,100,000,000",Real estate,Finance & Investments,Russia
5601,12024,Torsten Toeller,"$2,100,000,000",Pet food,Fashion & Retail,Germany
5602,12024,Barbara Tyson,"$2,100,000,000",Food processing,Food & Beverage,United States
5603,12024,Hamdi Ulukaya,"$2,100,000,000",Greek yogurt,Food & Beverage,Turkey
5604,12024,Wang Linpeng,"$2,100,000,000",Furniture retailing,Construction & Engineering,China
5605,12024,Wei Ing-Chou,"$2,100,000,000","Food, beverages",Food & Beverage,Taiwan
5606,12024,Wei Yin-Chun,"$2,100,000,000","Food, beverages",Food & Beverage,Taiwan
5607,12024,Wei Yin-Heng,"$2,100,000,000","Food, beverages",Food & Beverage,Taiwan
5608,12024,Wei Ying-Chiao,"$2,100,000,000","Food, beverages",Food & Beverage,Taiwan
5609,12024,Elaine Wynn,"$2,100,000,000","Casinos, hotels",Gambling & Casinos,United States
5610,12024,Xu Xudong,"$2,100,000,000",Auto parts,Automotive,China
5611,12024,Michael Ying,"$2,100,000,000",Retail,Fashion & Retail,Hong Kong
5612,12024,Yu Qibing,"$2,100,000,000",Glass,Manufacturing,China
5613,12024,Yuan Fugen,"$2,100,000,000",Metal processing,Manufacturing,China
5614,12024,Zhang Ning,"$2,100,000,000",Chemicals,Manufacturing,Canada
5615,12024,Zhao Tao,"$2,100,000,000",Pharmaceuticals,Healthcare,Singapore
,,Griselda Blanco,"$2,000,000,000","drug lord, drug-trafficing, cocaine",Organized Crime,Colombia
5700,12024,Anu Aga,"$2,000,000,000",Engineering,Construction & Engineering,India
5701,12024,Mohamed Al Fayed,"$2,000,000,000","Retail, investments",Fashion & Retail,Egypt
5702,12024,Andrey Andreev,"$2,000,000,000",Online dating,Technology,United Kingdom
5703,12024,Michael Ashcroft,"$2,000,000,000",Security,Finance & Investments,United Kingdom
5704,12024,Pavel Baudis,"$2,000,000,000",Software,Technology,Czech Republic
5705,12024,Wilhelm Beier,"$2,000,000,000",Pharmaceuticals,Healthcare,Germany
5706,12024,Cao Jianwei,"$2,000,000,000",Semiconductors,Manufacturing,China
5707,12024,Chen Huwen,"$2,000,000,000",Stationery,Manufacturing,China
5708,12024,Phongthep Chiaravanont,"$2,000,000,000",Diversified,Diversified,Thailand
5709,12024,Dou Zhenggang,"$2,000,000,000","Energy, chemicals",Diversified,China
5710,12024,Maria Franca Fissolo,"$2,000,000,000","Nutella, chocolates",Food & Beverage,Italy
5711,12024,William Franke,"$2,000,000,000",Low-cost airlines,Diversified,United States
5712,12024,Mario Germano Giuliani,"$2,000,000,000",Pharmaceuticals,Healthcare,Switzerland
5713,12024,Amy Goldman Fowler,"$2,000,000,000",Real estate,Real Estate,United States
5714,12024,John Hancock,"$2,000,000,000",Mining,Metals & Mining,Australia
5715,12024,Hu Yangzhong,"$2,000,000,000",Technology,Technology,China
5716,12024,Huang Dawen,"$2,000,000,000",Silicon,Manufacturing,Hong Kong
5717,12024,Huang Qiaoling,"$2,000,000,000",Amusement parks,Media & Entertainment,China
5718,12024,Rajiv Jain,"$2,000,000,000",Finance,Finance & Investments,United States
5720,12024,Diane Kemper,"$2,000,000,000",Real estate,Real Estate,United States
5721,12024,Shlomo Kramer,"$2,000,000,000","Software, investments",Technology,Israel
5722,12024,Heikki Kyostila,"$2,000,000,000",Dental products,Healthcare,Finland
5723,12024,Martin Lau,"$2,000,000,000",E-commerce,Technology,Hong Kong
5724,12024,Li Min,"$2,000,000,000",Semiconductor,Technology,China
5725,12024,Liang Rubo,"$2,000,000,000",TikTok,Technology,China
5726,12024,Liang Zhaoxian,"$2,000,000,000",Appliances,Manufacturing,China
5727,12024,Lin Fanlian,"$2,000,000,000","Energy, real estate",Energy,China
5728,12024,Aloke Lohia,"$2,000,000,000",Petrochemicals,Manufacturing,India
5729,12024,Bill Malhotra,"$2,000,000,000",Real estate,Real Estate,Canada
5730,12024,Alexander Mamut,"$2,000,000,000",Investments,Finance & Investments,Russia
5731,12024,Craig McCaw,"$2,000,000,000",Telecom,Telecom,United States
5732,12024,Nan Cunhui,"$2,000,000,000",Power equipment,Manufacturing,China
5733,12024,Nie Tengyun,"$2,000,000,000",Logistics,Service,China
5734,12024,Oei Hong Leong,"$2,000,000,000",Investments,Finance & Investments,Singapore
5735,12024,Clive Palmer,"$2,000,000,000",Mining,Metals & Mining,Australia
5736,12024,Matthew Prince,"$2,000,000,000",Cybersecurity,Technology,United States
5737,12024,Linda Pritzker,"$2,000,000,000","Hotels, investments",Service,United States
5738,12024,P.V. Krishna Reddy,"$2,000,000,000",Infrastructure,Construction & Engineering,India
5739,12024,Bianca Rinehart,"$2,000,000,000",Mining,Metals & Mining,Australia
5740,12024,Ginia Rinehart,"$2,000,000,000",Mining,Metals & Mining,Australia
5741,12024,T. Denny Sanford,"$2,000,000,000","Banking, credit cards",Finance & Investments,United States
5742,12024,Bhadresh Shah,"$2,000,000,000",Engineering,Manufacturing,India
5743,12024,Zygmunt Solorz,"$2,000,000,000",TV broadcasting,Media & Entertainment,Poland
5744,12024,Michal Strnad,"$2,000,000,000",Defense Contracting,Manufacturing,Czech Republic
5745,12024,Sylvia Stroeher,"$2,000,000,000",Cosmetics,Fashion & Retail,Germany
5746,12024,Otto Toto Sugiri,"$2,000,000,000",Data centers,Technology,Indonesia
5747,12024,Larry Tanenbaum,"$2,000,000,000",Sports,Sports,Canada
5748,12024,Wichai Thongtang,"$2,000,000,000",Investments,Finance & Investments,Thailand
5750,12024,Hope Welker,"$2,000,000,000",Mining,Metals & Mining,Australia
5751,12024,William Young,"$2,000,000,000",Plastics,Manufacturing,United States
